name	spike_lineage	genome_lineage	Ns	status_lineage	spike_lineage_group
ALDP-3111C86|EPI_ISL_8572547|United Kingdom|BA.1.17.2|2022-01-03	BA.1.17.2	BA.1.17.2	0.0063535818738	Correct	BA.1
ALDP-311D5F8|EPI_ISL_8615666|United Kingdom|BA.1.17.2|2022-01-03	BA.1.17.2	BA.1.17.2	0.0241705045887	Correct	BA.1
ALDP-3126F94|EPI_ISL_8570093|United Kingdom|BA.1.17.2|2022-01-02	BA.1.17.2	BA.1.17.2	0.0185919849381	Correct	BA.1
ALDP-3131822|EPI_ISL_8614746|United Kingdom|BA.1.17.2|2022-01-04	BA.1.17.2	BA.1.17.2	0.00635400907716	Correct	BA.1
ALDP-31550C6|EPI_ISL_8659361|United Kingdom|BA.1|2022-01-03	BA.1	BA.1	0.0133799502454	Correct	BA.1
ALDP-31AB401|EPI_ISL_8735724|United Kingdom|BA.1.1|2022-01-05	BA.1.1	BA.1.1	0.0242377382593	Correct	BA.1
ALDP-31B754B|EPI_ISL_8866166|United Kingdom|BA.1.17.2|2022-01-05	BA.1.17.2	BA.1.17.2	0.0078663394628	Correct	BA.1
ALDP-31C3A4D|EPI_ISL_8758908|United Kingdom|BA.1.17.2|2022-01-06	BA.1.17.2	BA.1.17.2	0.0438015687073	Correct	BA.1
ALDP-322F817|EPI_ISL_8858500|United Kingdom|BA.1.17.2|2022-01-08	BA.1.17.2	BA.1.17.2	0.0241032709181	Correct	BA.1
ALDP-3233AA1|EPI_ISL_8862219|United Kingdom|BA.1|2022-01-11	BA.1	BA.1	NA	Correct	BA.1
ALDP-323D816|EPI_ISL_8862778|United Kingdom|BA.1.15|2022-01-11	BA.1.15	BA.1.15	0.00759817105971	Correct	BA.1
ALDP-323FDCA|EPI_ISL_8852485|United Kingdom|BA.1|2022-01-11	BA.1	BA.1	0.05456012371	Correct	BA.1
ALDP-325EFED|EPI_ISL_8942196|United Kingdom|BA.1.16|2022-01-10	BA.1.1	BA.1.16	0.0445470596224	Incorrect	BA.1
ALDP-32638EA|EPI_ISL_8943202|United Kingdom|BA.1|2022-01-09	BA.1	BA.1	NA	Correct	BA.1
ALDP-32BBA83|EPI_ISL_9026455|United Kingdom|BA.1|2022-01-14	BA.1	BA.1	0.0461413098835	Correct	BA.1
ALDP-330D887|EPI_ISL_9077412|United Kingdom|BA.1|2022-01-17	BA.1	BA.1	NA	Correct	BA.1
ALDP-33247E7|EPI_ISL_9125399|United Kingdom|BA.1.1|2022-01-17	BA.1.1	BA.1.1	NA	Correct	BA.1
ALDP-333632A|EPI_ISL_9117605|United Kingdom|BA.1.1|2022-01-18	BA.1.1	BA.1.1	NA	Correct	BA.1
ALDP-33375BA|EPI_ISL_9118705|United Kingdom|BA.1|2022-01-19	BA.1	BA.1	NA	Correct	BA.1
ALDP-333CE32|EPI_ISL_9128392|United Kingdom|BA.1.17.2|2022-01-18	BA.1.17.2	BA.1.17.2	NA	Correct	BA.1
ALDP-333E7CC|EPI_ISL_9124067|United Kingdom|BA.1|2022-01-18	BA.1	BA.1	0.0605052288469	Correct	BA.1
ALDP-33497EC|EPI_ISL_9115295|United Kingdom|BA.1.16|2022-01-18	BA.1	BA.1.16	0.00806804047467	Incorrect	BA.1
ALDP-3352689|EPI_ISL_9112338|United Kingdom|BA.1.17.2|2022-01-19	BA.1.17.2	BA.1.17.2	NA	Correct	BA.1
ALDP-335E641|EPI_ISL_9173705|United Kingdom|BA.1.15|2022-01-20	BA.1.15	BA.1.15	NA	Correct	BA.1
ALDP-337E9D9|EPI_ISL_9255166|United Kingdom|BA.1.1|2022-01-20	BA.1.1	BA.1.1	NA	Correct	BA.1
ALDP-337EA6D|EPI_ISL_9255073|United Kingdom|BA.1.17.2|2022-01-20	BA.1.17.2	BA.1.17.2	NA	Correct	BA.1
ALDP-338BE61|EPI_ISL_9253694|United Kingdom|BA.1|2022-01-19	BA.1	BA.1	NA	Correct	BA.1
ALDP-339F0BF|EPI_ISL_9255737|United Kingdom|BA.1.1|2022-01-21	BA.1.1	BA.1.1	NA	Correct	BA.1
ALDP-33A0200|EPI_ISL_9255482|United Kingdom|BA.2|2022-01-20	BA.2	BA.2	0.0188736374647	Correct	BA.2
ALDP-33A6A99|EPI_ISL_9292065|United Kingdom|BA.1.17.2|2022-01-21	BA.1.17.2	BA.1.17.2	NA	Correct	BA.1
ALDP-33AB28D|EPI_ISL_9283862|United Kingdom|BA.1.17.2|2022-01-21	BA.1.17.2	BA.1.17.2	NA	Correct	BA.1
ALDP-33AE8D3|EPI_ISL_9276637|United Kingdom|BA.1.17.2|2022-01-21	BA.1.17.2	BA.1.17.2	0.014724668863	Correct	BA.1
ALDP-33E4A17|EPI_ISL_9288417|United Kingdom|BA.1.17.2|2022-01-22	BA.1.17.2	BA.1.17.2	NA	Correct	BA.1
ALDP-34251E7|EPI_ISL_9307806|United Kingdom|BA.1|2022-01-24	BA.1	BA.1	NA	Correct	BA.1
ALDP-343D726|EPI_ISL_9374644|United Kingdom|BA.1.1|2022-01-25	BA.1.1	BA.1.1	NA	Correct	BA.1
ALDP-343F9E2|EPI_ISL_9377312|United Kingdom|BA.1|2022-01-21	BA.1	BA.1	NA	Correct	BA.1
ALDP-3447149|EPI_ISL_9367341|United Kingdom|BA.1.17|2022-01-25	BA.1.17.2	BA.1.17	NA	Incorrect	BA.1
ALDP-3449280|EPI_ISL_9376925|United Kingdom|BA.1.1|2022-01-25	BA.1.1	BA.1.1	NA	Correct	BA.1
ALDP-3466742|EPI_ISL_9397929|United Kingdom|BA.1|2022-01-26	BA.1	BA.1	NA	Correct	BA.1
ALDP-3467028|EPI_ISL_9398265|United Kingdom|BA.1.1|2022-01-26	BA.1.1	BA.1.1	NA	Correct	BA.1
ALDP-3473311|EPI_ISL_9507126|United Kingdom|BA.1|2022-01-26	BA.1	BA.1	0.00806831170578	Correct	BA.1
ALDP-348723B|EPI_ISL_9560300|United Kingdom|BA.1|2022-01-28	BA.1	BA.1	NA	Correct	BA.1
ALDP-3489F14|EPI_ISL_9563053|United Kingdom|BA.1.17.2|2022-01-29	BA.1.17.2	BA.1.17.2	NA	Correct	BA.1
ALDP-34B728D|EPI_ISL_9555846|United Kingdom|BA.1.17.2|2022-01-28	BA.1.17.2	BA.1.17.2	NA	Correct	BA.1
ALDP-34C69E0|EPI_ISL_9580818|United Kingdom|BA.1.1|2022-01-30	BA.1.1	BA.1.1	NA	Correct	BA.1
ALDP-34C9DC3|EPI_ISL_9581228|United Kingdom|BA.1.1|2022-01-30	BA.1.1	BA.1.1	NA	Correct	BA.1
ALDP-34CA64F|EPI_ISL_9581278|United Kingdom|BA.1|2022-01-30	BA.1	BA.1	NA	Correct	BA.1
ALDP-34CD354|EPI_ISL_9581683|United Kingdom|BA.1.1.4|2022-01-29	BA.1.1.4	BA.1.1.4	0.00806804047467	Correct	BA.1
ALDP-34FA97A|EPI_ISL_9643842|United Kingdom|BA.1.17|2022-01-31	BA.1	BA.1.17	NA	Incorrect	BA.1
ALDP-34FE150|EPI_ISL_9688845|United Kingdom|BA.1.17.2|2022-01-31	BA.1.17.2	BA.1.17.2	0.00769825528625	Correct	BA.1
ALDP-35068B9|EPI_ISL_9645531|United Kingdom|BA.1.1|2022-01-31	BA.1.1.1	BA.1.1	NA	Incorrect	BA.1
ALDP-351E7DF|EPI_ISL_9640982|United Kingdom|BA.2|2022-02-01	BA.2	BA.2	0.0486918110771	Correct	BA.2
ALDP-354E3A5|EPI_ISL_9732001|United Kingdom|BA.1|2022-02-01	BA.1	BA.1	NA	Correct	BA.1
ALDP-357B3BE|EPI_ISL_9787543|United Kingdom|BA.2|2022-02-03	BA.2	BA.2	NA	Correct	BA.2
ALDP-357B9AD|EPI_ISL_9829180|United Kingdom|BA.1.1|2022-02-03	BA.1.1	BA.1.1	NA	Correct	BA.1
ALDP-359572B|EPI_ISL_9827975|United Kingdom|BA.1|2022-02-04	BA.1	BA.1	NA	Correct	BA.1
ALDP-35A9C70|EPI_ISL_9820062|United Kingdom|BA.1.1|2022-02-05	BA.1.1	BA.1.1	NA	Correct	BA.1
ALDP-35FC26D|EPI_ISL_9869796|United Kingdom|BA.1.1.15|2022-02-06	BA.1.1	BA.1.1.15	NA	Incorrect	BA.1
ALDP-3615EB4|EPI_ISL_9896729|United Kingdom|BA.1|2022-02-07	BA.1	BA.1	NA	Correct	BA.1
ALDP-36488BA|EPI_ISL_9996342|United Kingdom|BA.1.1|2022-02-08	BA.1.1	BA.1.1	0.00806804047467	Correct	BA.1
ALDP-3661F7A|EPI_ISL_9992620|United Kingdom|BA.1|2022-02-09	BA.1.1	BA.1	NA	Incorrect	BA.1
ALDP-36927F0|EPI_ISL_10048115|United Kingdom|BA.1|2022-02-11	BA.1	BA.1	NA	Correct	BA.1
ALDP-369AFF0|EPI_ISL_10052449|United Kingdom|BA.2.3|2022-02-11	BA.2.3	BA.2.3	NA	Correct	BA.2
ALDP-369F33B|EPI_ISL_10053577|United Kingdom|BA.2|2022-02-11	BA.2	BA.2	0.0343899320277	Correct	BA.2
ALDP-36AF5BA|EPI_ISL_10107484|United Kingdom|BA.2|2022-02-11	BA.2	BA.2	NA	Correct	BA.2
ALDP-36C4230|EPI_ISL_10108920|United Kingdom|BA.1.1|2022-02-12	BA.1.1	BA.1.1	NA	Correct	BA.1
ALDP-36D2132|EPI_ISL_10108137|United Kingdom|BA.1|2022-02-12	BA.1	BA.1	0.0336128747496	Correct	BA.1
ALDP-36D7EDC|EPI_ISL_10424800|United Kingdom|BA.1.1|2022-02-13	BA.1.1	BA.1.1	NA	Correct	BA.1
ALDP-36EF299|EPI_ISL_10120830|United Kingdom|BA.1.1|2022-02-13	BA.1.1	BA.1.1	NA	Correct	BA.1
ALDP-36F6D70|EPI_ISL_10488616|United Kingdom|BA.1.1|2022-02-13	BA.1.1	BA.1.1	0.0335171115444	Correct	BA.1
ALDP-3711D9C|EPI_ISL_10118558|United Kingdom|BA.2|2022-02-14	BA.2	BA.2	0.0737001514387	Correct	BA.2
ALDP-3718982|EPI_ISL_10195716|United Kingdom|BA.1.17.2|2022-02-14	BA.1.17.2	BA.1.17.2	0.0081688909806	Correct	BA.1
ALDP-37359E9|EPI_ISL_10338064|United Kingdom|BA.1.1|2022-02-15	BA.1.1	BA.1.1	NA	Correct	BA.1
ALDP-37B3C35|EPI_ISL_10417032|United Kingdom|BA.1.1|2022-02-18	BA.1.1	BA.1.1	NA	Correct	BA.1
ALDP-37BBB03|EPI_ISL_10419252|United Kingdom|BA.2|2022-02-20	BA.2	BA.2	NA	Correct	BA.2
ALDP-37D8687|EPI_ISL_10413364|United Kingdom|BA.1|2022-02-19	BA.1	BA.1	NA	Correct	BA.1
ALDP-380A0F6|EPI_ISL_10528750|United Kingdom|BA.1.1|2022-02-21	BA.1.1.2	BA.1.1	NA	Incorrect	BA.1
ALDP-38202B8|EPI_ISL_10520549|United Kingdom|BA.1.1|2022-02-21	BA.1.1	BA.1.1	NA	Correct	BA.1
ALDP-3933D83|EPI_ISL_10964455|United Kingdom|BA.1.1.1|2022-03-04	BA.1.1	BA.1.1.1	NA	Incorrect	BA.1
ALDP-39C5603|EPI_ISL_11034614|United Kingdom|BA.2|2022-03-07	BA.2.68	BA.2	NA	Incorrect	BA.2
ALDP-3A01FA5|EPI_ISL_11078923|United Kingdom|BA.2|2022-03-09	BA.2	BA.2	NA	Correct	BA.2
ALDP-3AA8A63|EPI_ISL_11215298|United Kingdom|BA.2.23|2022-03-14	BA.2	BA.2.23	NA	Incorrect	BA.2
ALDP-3AC87FD|EPI_ISL_11272822|United Kingdom|BA.2.1|2022-03-14	BA.2	BA.2.1	NA	Incorrect	BA.2
ALDP-3ACB271|EPI_ISL_11278101|United Kingdom|BA.2|2022-03-14	BA.2	BA.2	NA	Correct	BA.2
ALDP-3B23EEB|EPI_ISL_11337302|United Kingdom|BA.2|2022-03-16	BA.2	BA.2	0.00713228367649	Correct	BA.2
ALDP-3B38FE0|EPI_ISL_11336588|United Kingdom|BA.1.1|2022-03-17	BA.1.1	BA.1.1	NA	Correct	BA.1
ALDP-3BE6A3B|EPI_ISL_11644242|United Kingdom|BA.2.9|2022-03-21	BA.2.9	BA.2.9	NA	Correct	BA.2
AM-FIOCRUZ-ILMD2202066|EPI_ISL_9500363|Brazil|BA.1.14.2|2022-01-19	BA.1	BA.1.14.2	NA	Incorrect	BA.1
AM-FIOCRUZ-ILMD2203195|EPI_ISL_9853122|Brazil|BA.1.1|2022-01-26	BA.1	BA.1.1	NA	Incorrect	BA.1
AM-FIOCRUZ-ILMD2203898|EPI_ISL_11983390|Brazil|BA.1.17.2|2022-02-07	BA.1.17.2	BA.1.17.2	NA	Correct	BA.1
AMA-INS-15723|EPI_ISL_11627826|Peru|BA.1.1|2022-02-23	BA.1.1	BA.1.1	0.00184192900201	Correct	BA.1
AN-70923|EPI_ISL_13726029|Chile|BA.2.12.1|2022-06-04	BA.2.12.1	BA.2.12.1	NA	Correct	BA.2
AND-255_221111383901-GC|EPI_ISL_12905182|Andorra|BA.2|2022-04-08	BA.2	BA.2	0.133920140294	Correct	BA.2
ANT-CWOHC-VG-SEC2893G|EPI_ISL_12352505|Colombia|BA.1.1|2022-01-03	BA.1.1	BA.1.1	0.0449321145315	Correct	BA.1
AP-CCMB-CIC4829|EPI_ISL_11001526|India|BA.2.10|2022-01-20	BA.2	BA.2.10	0.00157813444362	Incorrect	BA.2
AP-CCMB-CIC4996|EPI_ISL_11001664|India|BA.2.10|2022-01-27	BA.2	BA.2.10	0.0206415056157	Incorrect	BA.2
AP-CCMB-CIC6268|EPI_ISL_11228638|India|BA.2.10|2022-02-15	BA.2	BA.2.10	0.0147740245786	Incorrect	BA.2
APU-13710|EPI_ISL_10268638|Peru|BA.1|2022-01-21	BA.1.1	BA.1	0.0125590274289	Incorrect	BA.1
APU-INS-13168|EPI_ISL_9681212|Peru|BC.2|2021-12-30	BA.1.1	BC.2	0.00194441650743	Incorrect	BA.1
APU-IZSPB-PT6787|EPI_ISL_12118471|Italy|BA.2|2022-04-07	BA.2	BA.2	0.0215982721382	Correct	BA.2
AQ01135|EPI_ISL_11093392|Iran|BA.1.1|2022-02-15	BA.1.1	BA.1.1	0.0336413172234	Correct	BA.1
AR-50422|EPI_ISL_12658209|Chile|BA.2.3|2022-04-13	BA.2.3	BA.2.3	NA	Correct	BA.2
AR-CDC-LC0488535|EPI_ISL_9340417|USA|BA.1.1.18|2022-01-11	BA.1.1	BA.1.1.18	NA	Incorrect	BA.1
AR-CDC-QDX36606240|EPI_ISL_12788974|USA|BA.2.3|2022-05-03	BA.2.3	BA.2.3	NA	Correct	BA.2
AR-PHL-2216500000133-31-F1-1|EPI_ISL_13783408|USA|BA.2.12.1|2022-06-14	BA.2.12.1	BA.2.12.1	0.000772382295655	Correct	BA.2
AR-UMGC-30803|EPI_ISL_8902590|USA|BA.1|2022-01-05	BA.1.1	BA.1	0.00648695885991	Incorrect	BA.1
AR-UMGC-31174|EPI_ISL_8902295|USA|BA.1.15|2022-01-04	BA.1.15	BA.1.15	0.0321514118957	Correct	BA.1
AR-UMGC-32191|EPI_ISL_9147277|USA|BA.1|2022-01-05	BA.1.1	BA.1	0.0649438278061	Incorrect	BA.1
ARA-CERBAHC-04197737|EPI_ISL_12442410|France|BA.2|2022-04-11	BA.2	BA.2	0.0391162743847	Correct	BA.2
ARA-CFD220023717101|EPI_ISL_12453474|France|BA.2|2022-04-24	BA.2	BA.2	0.00725928415392	Correct	BA.2
ARA-CFD220032477901|EPI_ISL_13370422|France|BA.2|2022-06-08	BA.2.68	BA.2	0.00376356732417	Incorrect	BA.2
ARA-CFD700000294946|EPI_ISL_10927803|France|BA.2.9|2022-03-06	BA.2.9	BA.2.9	0.00651750319156	Correct	BA.2
ARA-CFD700000297336|EPI_ISL_13002993|France|BA.2.9.3|2022-05-23	BA.2.9.3	BA.2.9.3	NA	Correct	BA.2
ARA-GENBIO-14291801655|EPI_ISL_13614185|France|BA.5.1|2022-06-29	BE.1.1	BA.5.1	NA	Incorrect	BE.1
ARA-HCL022010912901|EPI_ISL_9320472|France|BA.1.1|2022-01-10	BA.1.1	BA.1.1	0.0120348270414	Correct	BA.1
ARA-HCL022014422501|EPI_ISL_9322241|France|BA.1.17|2022-01-10	BA.1	BA.1.17	0.014589706525	Incorrect	BA.1
ARA-HCL022040632301|EPI_ISL_11242083|France|BA.2|2022-03-03	BA.2	BA.2	NA	Correct	BA.2
ARA-HCL022054615601|EPI_ISL_11915965|France|BA.2|2022-03-24	BA.2	BA.2	NA	Correct	BA.2
ARA-HCL022055230401|EPI_ISL_11916019|France|BA.2|2022-03-26	BA.2	BA.2	NA	Correct	BA.2
ARA-HCL022068924701|EPI_ISL_12310476|France|BA.2|2022-04-17	BA.2.68	BA.2	NA	Incorrect	BA.2
ARA-HCL722000019901|EPI_ISL_9322292|France|BA.1.1.1|2022-01-17	BA.1.1	BA.1.1.1	0.0137829024776	Incorrect	BA.1
ARA-HCL722000893101|EPI_ISL_10718937|France|BA.1.1.1|2022-02-21	BA.1.1.1	BA.1.1.1	0.0321713113927	Correct	BA.1
ARA-HCL722001120901|EPI_ISL_11243973|France|BA.1.18|2022-02-14	BA.1.18	BA.1.18	0.0430295491982	Correct	BA.1
ARA-HCL722001365801|EPI_ISL_11425101|France|BA.2.49|2022-03-07	BA.2	BA.2.49	NA	Incorrect	BA.2
ARA-HCL722002158801|EPI_ISL_12263175|France|BA.2|2022-04-07	BA.2	BA.2	0.0261741353788	Correct	BA.2
ARA-HMN-22012110178|EPI_ISL_9186508|France|BA.1.15|2021-12-27	BA.1.15	BA.1.15	0.0957339603628	Correct	BA.1
ARA-HMN-22032080185|EPI_ISL_11317402|France|BA.2|2022-02-28	BA.2	BA.2	0.0310494304244	Correct	BA.2
ARA-HMN-22032300249|EPI_ISL_12268603|France|BA.2|2022-03-07	BA.2	BA.2	0.00799919335865	Correct	BA.2
ARA-HMN-22032300430|EPI_ISL_12132072|France|BA.2.10|2022-03-07	BA.2.10	BA.2.10	0.0246025610863	Correct	BA.2
ARA-HMN-22042110622|EPI_ISL_13349841|France|BA.2|2022-04-04	BA.2	BA.2	0.0236350188273	Correct	BA.2
ARA-HMN-22042210295|EPI_ISL_13263014|France|BA.2|2022-04-11	BA.2	BA.2	0.12764241304	Correct	BA.2
ARA-IPP12399|EPI_ISL_10967925|France|BA.2|2022-02-14	BA.2	BA.2	NA	Correct	BA.2
ARA-IPP26907|EPI_ISL_12179768|France|BA.2|2022-03-28	BA.2	BA.2	NA	Correct	BA.2
ARCH-002643B8|EPI_ISL_9602145|United Kingdom|BA.1.1|2022	BA.1.1	BA.1.1	0.0535557802494	Correct	BA.1
ARCH-002819D2|EPI_ISL_10993452|United Kingdom|BA.1.1|2022	BA.1.1	BA.1.1	0.0559346532657	Correct	BA.1
ARCH-002975F3|EPI_ISL_11827989|United Kingdom|BA.2|2022	BA.2	BA.2	0.00554472746824	Correct	BA.2
ARCH-002983C7|EPI_ISL_11739216|United Kingdom|BA.2|2022	BA.2	BA.2	NA	Correct	BA.2
ARCH-002999F7|EPI_ISL_11923960|United Kingdom|BA.1.1|2022	BA.1.1	BA.1.1	NA	Correct	BA.1
ARCH-003003C1|EPI_ISL_11988862|United Kingdom|BA.2|2022	BA.2	BA.2	NA	Correct	BA.2
ARCH-003056G9|EPI_ISL_12215823|United Kingdom|BA.2|2022	BA.2	BA.2	NA	Correct	BA.2
ARE-INS-17811|EPI_ISL_13314028|Peru|BA.2.12.1|2022-05-23	BA.2.12.1	BA.2.12.1	0.00720533529944	Correct	BA.2
AS-232204521|EPI_ISL_8818645|Spain|BA.1.17|2021-12-21	BA.1	BA.1.17	0.00258458646617	Incorrect	BA.1
AS-252241623|EPI_ISL_13829463|Spain|BA.2|2022-06-29	BA.2	BA.2	0.00440424959656	Correct	BA.2
Austria|EPI_ISL_12024315|Austria|BA.2|2022-03-22	XW	BA.2	6.73378000741e-05	Incorrect	XW
Austria|EPI_ISL_13140105|Austria|BA.2|2022-05-17	BA.2	BA.2	0.0184105553851	Correct	BA.2
Austria|EPI_ISL_13140110|Austria|BA.2|2022-05-18	BA.2	BA.2	0.00808053600889	Correct	BA.2
AZ-ASPHL-0441|EPI_ISL_9471393|USA|BA.1.1|2022-01-21	BA.1.1	BA.1.1	0.0151129280879	Correct	BA.1
AZ-ASU29927|EPI_ISL_8295539|USA|BA.1|2021-12-21	BA.1	BA.1	0.0149589888396	Correct	BA.1
AZ-ASU31544|EPI_ISL_8509127|USA|BA.1.1|2022-01-03	BA.1.1	BA.1.1	0.0137824391556	Correct	BA.1
AZ-ASU36830|EPI_ISL_9146577|USA|BA.1.1|2022-01-18	BA.1.1	BA.1.1	0.0437004168347	Correct	BA.1
AZ-ASU41442|EPI_ISL_9754012|USA|BA.1.1|2022-01-28	BA.1.1	BA.1.1	0.283846840047	Correct	BA.1
AZ-ASU41785|EPI_ISL_9754488|USA|BA.1.1|2022-02-02	BA.1.1	BA.1.1	0.0382210568778	Correct	BA.1
AZ-ASU42534|EPI_ISL_9830085|USA|BA.1.1|2022-02-07	BA.1.1	BA.1.1	0.0350947962888	Correct	BA.1
AZ-ASU42568|EPI_ISL_9830106|USA|BA.1|2022-02-07	BA.1	BA.1	0.0249092375958	Correct	BA.1
AZ-ASU44146|EPI_ISL_10029915|USA|BA.1.1|2022-02-11	BA.1.1	BA.1.1	0.0267917170902	Correct	BA.1
AZ-ASU46788|EPI_ISL_10561626|USA|BA.1|2022-01-07	BA.1.17.2	BA.1	0.155307148682	Incorrect	BA.1
AZ-ASU46912|EPI_ISL_10561620|USA|BA.1.15|2022-01-10	BA.1.15	BA.1.15	0.0255143202904	Correct	BA.1
AZ-ASU48385|EPI_ISL_10695226|USA|BA.1.15|2022-01-08	BA.1.15	BA.1.15	0.0649477258211	Correct	BA.1
AZ-ASU48456|EPI_ISL_10591304|USA|BA.1.15|2022-01-07	BA.1.15	BA.1.15	0.109804053373	Correct	BA.1
AZ-ASU50237|EPI_ISL_10793923|USA|BA.1.1.18|2022-01-19	BA.1.1	BA.1.1.18	0.0214468199543	Incorrect	BA.1
AZ-ASU51144|EPI_ISL_10905901|USA|BA.1.1|2022-01-20	BA.1.1	BA.1.1	0.0288758908162	Correct	BA.1
AZ-ASU53480|EPI_ISL_11148460|USA|BA.1.1|2022-01-15	BA.1.1	BA.1.1	0.0188584106495	Correct	BA.1
AZ-ASU58383|EPI_ISL_11834027|USA|BA.1.1|2022-01-12	BA.1.1	BA.1.1	0.0270279355901	Correct	BA.1
AZ-ASU58410|EPI_ISL_11834049|USA|BA.1.1|2022-01-12	BA.1.1	BA.1.1	0.0137829024776	Correct	BA.1
AZ-ASU61591|EPI_ISL_12090201|USA|BA.1.1|2022-01-06	BA.1.1	BA.1.1	NA	Correct	BA.1
AZ-ASU63003|EPI_ISL_12200491|USA|BA.1.1|2022-01-07	BA.1.1	BA.1.1	0.0652100840336	Correct	BA.1
AZ-ASU64414|EPI_ISL_12428321|USA|BA.1.1.18|2022-01-05	BA.1.1	BA.1.1.18	0.0866919896467	Incorrect	BA.1
AZ-ASU65472|EPI_ISL_12432669|USA|BA.1.1|2022-01-03	BA.1.1	BA.1.1	0.00490805795542	Correct	BA.1
AZ-ASU65791|EPI_ISL_12429440|USA|BA.2|2022-04-25	BA.2	BA.2	0.0398654331371	Correct	BA.2
AZ-ASU75655|EPI_ISL_12917277|USA|BA.2.12.1|2022-05-18	BA.2.12.1	BA.2.12.1	0.00743481917578	Correct	BA.2
AZ-ASU83460|EPI_ISL_13497672|USA|BA.1.1|2022-01-06	BA.1.1	BA.1.1	NA	Correct	BA.1
AZ-CDC-LC0457041|EPI_ISL_8717523|USA|BA.1.20|2021-12-21	BA.1	BA.1.20	NA	Incorrect	BA.1
AZ-CDC-LC0481592|EPI_ISL_9178737|USA|BA.1.20|2022-01-04	BA.1	BA.1.20	0.00172869635957	Incorrect	BA.1
AZ-CDC-LC0484663|EPI_ISL_9179883|USA|BA.1.1.1|2022-01-06	BA.1.1	BA.1.1.1	NA	Incorrect	BA.1
AZ-CDC-LC0537902|EPI_ISL_10273203|USA|BA.1.1|2022-02-10	BA.1.1	BA.1.1	NA	Correct	BA.1
AZ-CDC-LC0569472|EPI_ISL_12046872|USA|BA.2.9|2022-03-21	BA.2.9	BA.2.9	NA	Correct	BA.2
AZ-CDC-LC0752044|EPI_ISL_13808951|USA|BA.5.2.1|2022-06-28	BE.1.1	BA.5.2.1	NA	Incorrect	BE.1
AZ-CDC-QDX33994980|EPI_ISL_10625024|USA|BA.1.1|2022-02-15	BA.1.1	BA.1.1	NA	Correct	BA.1
AZ-CDC-STM-3QPY2K6ZV|EPI_ISL_13848599|USA|BA.2.12.1|2022-07-01	BA.2.12.1	BA.2.12.1	NA	Correct	BA.2
AZ-CDC-STM-GNG3PYEBF|EPI_ISL_11343138|USA|BA.1.1|2022-03-01	BA.1.1	BA.1.1	NA	Correct	BA.1
AZ-CDC-STM-SE5DPDDKT|EPI_ISL_12166778|USA|BA.2.30|2022-04-02	BA.2.30	BA.2.30	NA	Correct	BA.2
AZ-TG1154413|EPI_ISL_8824540|USA|BA.1|2022-01-03	BA.1	BA.1	0.00794051344167	Correct	BA.1
AZ-TG1156489|EPI_ISL_8874423|USA|BA.1.1|2022-01-03	BA.1.1	BA.1.1	0.00581082896681	Correct	BA.1
AZ-TG1169442|EPI_ISL_9040615|USA|BA.1.1|2022-01-08	BA.1.1	BA.1.1	0.0082303144316	Correct	BA.1
AZ-TG1170265|EPI_ISL_9152663|USA|BA.1.15|2021-12-27	BA.1.15	BA.1.15	0.00261718618931	Correct	BA.1
AZ-TG1187550|EPI_ISL_9377850|USA|BA.1.20|2022-01-14	BA.1.17.2	BA.1.20	0.242294636796	Incorrect	BA.1
AZ-TG1218201|EPI_ISL_9767211|USA|BA.1.17.2|2021-12-21	BA.1.17.2	BA.1.17.2	0.0313738663084	Correct	BA.1
AZ-TG1247127|EPI_ISL_10602068|USA|BA.1.1|2022-02-07	BA.1.1	BA.1.1	0.0218369952295	Correct	BA.1
AZ-TG1315450|EPI_ISL_12205366|USA|BA.2|2022-03-27	BA.2	BA.2	6.72088177969e-05	Correct	BA.2
AZ-TG1321687|EPI_ISL_12544061|USA|BA.1.1|2022-01-20	BA.1.1	BA.1.1	0.0113869201572	Correct	BA.1
AZ-TG1353906|EPI_ISL_13119038|USA|BA.2.9|2022-04-27	BA.2	BA.2.9	0.139903004176	Incorrect	BA.2
AZDelta-2151-16420|EPI_ISL_8254386|Belgium|BA.1.18|2021-12-29	BA.1.18	BA.1.18	0.018347085262	Correct	BA.1
AZDelta-2201-13110|EPI_ISL_8688488|Belgium|BA.2|2022-01-10	XK	BA.2	0.00729044179405	Incorrect	XK.
AZDelta-2203-33141|EPI_ISL_9387872|Belgium|BA.1.1.15|2022-01-26	BA.1.1.8	BA.1.1.15	0.0161669014557	Incorrect	BA.1
AZDelta-2208-10577|EPI_ISL_10864817|Belgium|BA.2|2022-02-28	BA.2	BA.2	0.00406517722157	Correct	BA.2
AZDelta-2210-18312|EPI_ISL_11248799|Belgium|BA.2|2022-03-17	BA.2	BA.2	0.00517351429435	Correct	BA.2
AZDelta-2212-04343|EPI_ISL_11532313|Belgium|BA.2|2022-03-24	BA.2	BA.2	0.010212651594	Correct	BA.2
AZDelta-2212-17018|EPI_ISL_11830197|Belgium|BA.2|2022-03-29	BA.2	BA.2	0.00608096757937	Correct	BA.2
AZDelta-2212-17165|EPI_ISL_11830209|Belgium|BA.2|2022-03-29	BA.2	BA.2	0.00581219553166	Correct	BA.2
AZDelta-2212-17174|EPI_ISL_11830215|Belgium|BA.2|2022-03-29	XK	BA.2	0.0166515289131	Incorrect	XK.
